source_session_id,source_csv,activity,label,outer_fold,clip_length_frames,clip_start_row,clip_end_row_exclusive,clip_start_s,clip_end_s,event_start_s,impact_s,event_end_s,pre_event_context_s,requested_post_impact_s,physical_post_impact_s,padding_left_frames,padding_right_frames,valid_frames,annotation_confidence,quality_flags,sampling_rule
falling_20260715_135901_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_135901_20hz.csv,fall,3,1,50,28,78,1.4,3.9,2.05,3.15,4.25,0.6499999999999999,0.75,0.75,0,0,50,medium,geometry_edge_warning;weak_height_evidence,impact_plus_1s
falling_20260715_135915_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_135915_20hz.csv,fall,3,3,50,-6,44,-0.3,2.2,0.85,1.45,1.95,1.15,0.75,0.75,6,0,44,medium,geometry_edge_warning;multiple_or_broad_peaks,impact_plus_1s
falling_20260715_140019_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_140019_20hz.csv,fall,3,4,50,-3,47,-0.15,2.35,0.5,1.6,2.7,0.65,0.75,0.75,3,0,47,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_140220_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_140220_20hz.csv,fall,3,2,50,5,55,0.25,2.75,0.9,2.0,3.1,0.65,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_140305_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_140305_20hz.csv,fall,3,1,50,-1,49,-0.05,2.45,1.2,1.7,2.2,1.25,0.75,0.75,1,0,49,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_140329_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_140329_20hz.csv,fall,3,2,50,-8,42,-0.4,2.1,0.25,1.35,2.45,0.65,0.75,0.75,8,0,42,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_140506_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_140506_20hz.csv,fall,3,3,50,-25,25,-1.25,1.25,0.0,0.5,1.5,1.25,0.75,0.75,25,0,25,medium,event_near_recording_boundary;weak_height_evidence,impact_plus_1s
falling_20260715_140533_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_140533_20hz.csv,fall,3,4,50,21,71,1.05,3.55,1.15,2.8,3.3,0.09999999999999987,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_140548_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_140548_20hz.csv,fall,3,1,50,41,91,2.05,4.55,2.0,3.8,4.15,-0.04999999999999982,0.75,0.40000000000000036,0,7,43,medium,event_near_recording_boundary;missing_post_event_stability;weak_height_evidence,impact_plus_1s
falling_20260715_140602_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_140602_20hz.csv,fall,3,4,50,46,96,2.3,4.8,2.9,4.05,4.6,0.6000000000000001,0.75,0.6000000000000005,0,3,47,medium,event_near_recording_boundary;geometry_edge_warning;missing_post_event_stability;weak_height_evidence,impact_plus_1s
falling_20260715_141456_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_141456_20hz.csv,fall,3,2,50,1,51,0.05,2.55,0.7,1.8,2.9,0.6499999999999999,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_141624_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_141624_20hz.csv,fall,3,3,50,-5,45,-0.25,2.25,0.55,1.5,2.25,0.8,0.75,0.75,5,0,45,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_141756_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_141756_20hz.csv,fall,3,3,50,22,72,1.1,3.6,2.35,2.85,4.05,1.25,0.75,0.75,0,0,50,high,none,impact_plus_1s
falling_20260715_141826_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_141826_20hz.csv,fall,3,1,50,27,77,1.35,3.85,2.35,3.1,3.6,1.0,0.75,0.75,0,0,50,high,none,impact_plus_1s
falling_20260715_141852_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_141852_20hz.csv,fall,3,2,50,29,79,1.45,3.95,2.1,3.2,4.3,0.6500000000000001,0.75,0.75,0,0,50,high,none,impact_plus_1s
falling_20260715_141918_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_141918_20hz.csv,fall,3,4,50,18,68,0.9,3.4,2.15,2.65,3.65,1.25,0.75,0.75,0,0,50,high,none,impact_plus_1s
falling_20260715_141936_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_141936_20hz.csv,fall,3,2,50,13,63,0.65,3.15,1.3,2.4,3.5,0.65,0.75,0.75,0,0,50,high,none,impact_plus_1s
falling_20260715_142008_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_142008_20hz.csv,fall,3,3,50,44,94,2.2,4.7,2.35,3.95,4.4,0.1499999999999999,0.75,0.75,0,0,50,high,none,impact_plus_1s
falling_20260715_142031_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_142031_20hz.csv,fall,3,4,50,5,55,0.25,2.75,0.9,2.0,3.1,0.65,0.75,0.75,0,0,50,high,none,impact_plus_1s
falling_20260715_142055_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_142055_20hz.csv,fall,3,2,50,60,110,3.0,5.5,2.85,4.75,4.95,-0.1499999999999999,0.75,0.25,0,10,40,medium,event_near_recording_boundary;missing_post_event_stability;weak_height_evidence,impact_plus_1s
falling_20260715_142152_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_142152_20hz.csv,fall,3,3,50,-22,28,-1.1,1.4,0.25,0.65,1.2,1.35,0.75,0.75,22,0,28,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_142600_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_142600_20hz.csv,fall,3,4,50,42,92,2.1,4.6,2.2,3.85,4.35,0.10000000000000009,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_142652_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_142652_20hz.csv,fall,3,1,50,17,67,0.85,3.35,1.5,2.6,3.7,0.65,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_142728_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_142728_20hz.csv,fall,3,1,50,19,69,0.95,3.45,1.6,2.7,3.8,0.6500000000000001,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_142807_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_142807_20hz.csv,fall,3,2,50,15,65,0.75,3.25,1.4,2.5,3.6,0.6499999999999999,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260715_142944_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_142944_20hz.csv,fall,3,3,50,-14,36,-0.7,1.8,0.6,1.05,1.65,1.2999999999999998,0.75,0.75,14,0,36,medium,geometry_edge_warning;multiple_or_broad_peaks,impact_plus_1s
falling_20260715_143008_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_143008_20hz.csv,fall,3,1,50,2,52,0.1,2.6,0.75,1.85,2.95,0.65,0.75,0.75,0,0,50,medium,geometry_edge_warning;multiple_or_broad_peaks,impact_plus_1s
falling_20260715_143227_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_143227_20hz.csv,fall,3,2,50,19,69,0.95,3.45,2.2,2.7,3.2,1.2500000000000002,0.75,0.75,0,0,50,high,none,impact_plus_1s
falling_20260715_143326_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_143326_20hz.csv,fall,3,3,50,33,83,1.65,4.15,2.85,3.4,4.15,1.2000000000000002,0.75,0.75,0,0,50,medium,event_near_recording_boundary;missing_post_event_stability;weak_height_evidence,impact_plus_1s
falling_20260715_143341_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_143341_20hz.csv,fall,3,4,50,22,72,1.1,3.6,1.75,2.85,3.25,0.6499999999999999,0.75,0.44999999999999973,0,6,44,medium,event_near_recording_boundary;missing_post_event_stability;weak_height_evidence,impact_plus_1s
falling_20260715_143405_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_143405_20hz.csv,fall,3,1,50,26,76,1.3,3.8,2.55,3.05,3.6,1.2499999999999998,0.75,0.6000000000000001,0,3,47,medium,event_near_recording_boundary;missing_post_event_stability;weak_height_evidence,impact_plus_1s
falling_20260715_143422_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260715_143422_20hz.csv,fall,3,3,50,16,66,0.8,3.3,2.1,2.55,3.55,1.3,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_140851_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_140851_20hz.csv,fall,3,2,50,4,54,0.2,2.7,0.85,1.95,3.05,0.6499999999999999,0.75,0.75,0,0,50,medium,geometry_edge_warning;multiple_or_broad_peaks,impact_plus_1s
falling_20260717_140959_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_140959_20hz.csv,fall,3,4,50,6,56,0.3,2.8,0.95,2.05,3.15,0.6499999999999999,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_141137_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141137_20hz.csv,fall,3,1,50,4,54,0.2,2.7,0.85,1.95,3.05,0.6499999999999999,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_141220_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141220_20hz.csv,fall,3,2,50,-2,48,-0.1,2.4,0.55,1.65,2.75,0.65,0.75,0.75,2,0,48,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_141339_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141339_20hz.csv,fall,3,3,50,19,69,0.95,3.45,1.6,2.7,3.4,0.6500000000000001,0.75,0.75,0,0,50,medium,event_near_recording_boundary;missing_post_event_stability;weak_height_evidence,impact_plus_1s
falling_20260717_141634_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141634_20hz.csv,fall,3,4,50,-7,43,-0.35,2.15,0.3,1.4,2.5,0.6499999999999999,0.75,0.75,7,0,43,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_141837_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141837_20hz.csv,fall,3,1,50,29,79,1.45,3.95,2.1,3.2,4.3,0.6500000000000001,0.75,0.75,0,0,50,medium,geometry_edge_warning;weak_height_evidence,impact_plus_1s
falling_20260717_142021_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142021_20hz.csv,fall,3,3,50,-5,45,-0.25,2.25,0.4,1.5,2.6,0.65,0.75,0.75,5,0,45,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_142033_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142033_20hz.csv,fall,3,4,50,-19,31,-0.95,1.55,0.3,0.8,1.3,1.25,0.75,0.75,19,0,31,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_142102_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142102_20hz.csv,fall,3,1,50,17,67,0.85,3.35,1.5,2.6,3.7,0.65,0.75,0.75,0,0,50,medium,geometry_edge_warning;multiple_or_broad_peaks,impact_plus_1s
falling_20260717_142243_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142243_20hz.csv,fall,3,2,50,-20,30,-1.0,1.5,0.45,0.75,2.1,1.45,0.75,0.75,20,0,30,high,none,impact_plus_1s
falling_20260717_142341_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142341_20hz.csv,fall,3,3,50,-13,37,-0.65,1.85,0.55,1.1,2.1,1.2000000000000002,0.75,0.75,13,0,37,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_142423_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142423_20hz.csv,fall,3,4,50,12,62,0.6,3.1,0.7,2.35,2.7,0.09999999999999998,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_142618_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142618_20hz.csv,fall,3,1,50,0,50,0.0,2.5,0.65,1.75,2.85,0.65,0.75,0.75,0,0,50,medium,geometry_edge_warning;multiple_or_broad_peaks,impact_plus_1s
falling_20260717_142754_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142754_20hz.csv,fall,3,2,50,-10,40,-0.5,2.0,0.5,1.25,2.25,1.0,0.75,0.75,10,0,40,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_142808_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142808_20hz.csv,fall,3,3,50,6,56,0.3,2.8,0.95,2.05,3.15,0.6499999999999999,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_142825_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142825_20hz.csv,fall,3,3,50,52,102,2.6,5.1,3.15,4.35,4.75,0.5499999999999998,0.75,0.4500000000000002,0,6,44,medium,event_near_recording_boundary;geometry_edge_warning;missing_post_event_stability;weak_height_evidence,impact_plus_1s
falling_20260717_143032_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_143032_20hz.csv,fall,3,4,50,-31,19,-1.55,0.95,0.0,0.2,0.8,1.55,0.75,0.75,31,0,19,medium,event_near_recording_boundary;weak_height_evidence,impact_plus_1s
falling_20260717_143219_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_143219_20hz.csv,fall,3,2,50,2,52,0.1,2.6,0.75,1.85,2.95,0.65,0.75,0.75,0,0,50,medium,geometry_edge_warning,impact_plus_1s
falling_20260717_143235_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_143235_20hz.csv,fall,3,1,50,6,56,0.3,2.8,0.95,2.05,3.15,0.6499999999999999,0.75,0.75,0,0,50,medium,geometry_edge_warning;multiple_or_broad_peaks,impact_plus_1s
falling_20260717_144138_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_144138_20hz.csv,fall,3,3,50,31,81,1.55,4.05,2.2,3.3,4.4,0.6500000000000001,0.75,0.75,0,0,50,medium,geometry_edge_warning;multiple_or_broad_peaks,impact_plus_1s
falling_20260717_144308_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_144308_20hz.csv,fall,3,4,50,13,63,0.65,3.15,1.05,2.4,2.85,0.4,0.75,0.75,0,0,50,medium,geometry_edge_warning;multiple_or_broad_peaks,impact_plus_1s
sitting_20260714_132627_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_132627_20hz.csv,sitting,2,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_132742_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_132742_20hz.csv,sitting,2,2,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_132755_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_132755_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_132815_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_132815_20hz.csv,sitting,2,1,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_132832_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_132832_20hz.csv,sitting,2,2,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_132843_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_132843_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_132855_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_132855_20hz.csv,sitting,2,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_132908_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_132908_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_132919_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_132919_20hz.csv,sitting,2,1,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_132930_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_132930_20hz.csv,sitting,2,2,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133248_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133248_20hz.csv,sitting,2,2,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133300_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133300_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133310_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133310_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133320_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133320_20hz.csv,sitting,2,3,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133331_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133331_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133341_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133341_20hz.csv,sitting,2,3,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133400_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133400_20hz.csv,sitting,2,1,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133416_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133416_20hz.csv,sitting,2,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133425_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133425_20hz.csv,sitting,2,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133632_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133632_20hz.csv,sitting,2,2,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133641_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133641_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133652_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133652_20hz.csv,sitting,2,3,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133702_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133702_20hz.csv,sitting,2,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133712_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133712_20hz.csv,sitting,2,1,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133722_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133722_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133732_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133732_20hz.csv,sitting,2,1,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133750_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133750_20hz.csv,sitting,2,1,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133800_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133800_20hz.csv,sitting,2,4,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133810_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133810_20hz.csv,sitting,2,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_133940_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_133940_20hz.csv,sitting,2,2,50,30,80,1.5,4.0,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134228_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134228_20hz.csv,sitting,2,4,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134237_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134237_20hz.csv,sitting,2,3,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134257_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134257_20hz.csv,sitting,2,1,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134510_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134510_20hz.csv,sitting,2,2,50,0,50,0.0,2.5,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134524_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134524_20hz.csv,sitting,2,3,50,15,65,0.75,3.25,,,,,,,0,0,50,,,sha256_seed42_stride15
sitting_20260714_134543_20hz,data/staging/20260731_rebuild01/cleaned_csv/sitting_20260714_134543_20hz.csv,sitting,2,4,50,45,95,2.25,4.75,,,,,,,0,0,50,,,sha256_seed42_stride15
