source_window_file,source_session_id,source_csv,label,event_phase,start_frame,end_frame,window_start_s,window_end_s,annotation_confidence,quality_flags,method_version,exclude_reason
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_141553_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141553_20hz.csv,3,fall_event,0,29,0.0,1.5,medium,event_near_recording_boundary;geometry_edge_warning;high_cleaning_drop=40.0%,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_141553_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141553_20hz.csv,3,fall_event,15,44,0.75,2.25,medium,event_near_recording_boundary;geometry_edge_warning;high_cleaning_drop=40.0%,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_141621_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141621_20hz.csv,3,fall_event,0,29,0.0,1.5,medium,event_near_recording_boundary;geometry_edge_warning,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_141621_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141621_20hz.csv,3,fall_event,15,44,0.75,2.25,medium,event_near_recording_boundary;geometry_edge_warning,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_141837_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141837_20hz.csv,3,fall_event,30,59,1.5,3.0,medium,geometry_edge_warning;weak_height_evidence,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_141837_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141837_20hz.csv,3,fall_event,45,74,2.25,3.75,medium,geometry_edge_warning;weak_height_evidence,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_141837_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_141837_20hz.csv,3,fall_event,60,89,3.0,4.5,medium,geometry_edge_warning;weak_height_evidence,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_142207_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142207_20hz.csv,3,fall_event,0,29,0.0,1.5,medium,event_near_recording_boundary;geometry_edge_warning,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_142318_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142318_20hz.csv,3,fall_event,0,29,0.0,1.5,medium,event_near_recording_boundary;geometry_edge_warning,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_142318_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142318_20hz.csv,3,fall_event,15,44,0.75,2.25,medium,event_near_recording_boundary;geometry_edge_warning,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_142524_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142524_20hz.csv,3,fall_event,0,29,0.0,1.5,medium,event_near_recording_boundary;geometry_edge_warning,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_142524_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142524_20hz.csv,3,fall_event,15,44,0.75,2.25,medium,event_near_recording_boundary;geometry_edge_warning,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_142825_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_142825_20hz.csv,3,fall_event,60,89,3.0,4.5,medium,event_near_recording_boundary;geometry_edge_warning;missing_post_event_stability;weak_height_evidence,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_143153_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_143153_20hz.csv,3,fall_event,0,29,0.0,1.5,medium,event_near_recording_boundary;geometry_edge_warning,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_143153_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_143153_20hz.csv,3,fall_event,15,44,0.75,2.25,medium,event_near_recording_boundary;geometry_edge_warning,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_143854_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_143854_20hz.csv,3,fall_event,0,29,0.0,1.5,medium,event_near_recording_boundary;geometry_edge_warning,auto_event_heuristic_v1,ambiguous_auto_fall_window
data/windowed_auto_event_exclude_risky_fall_20260731_rebuild01/fall_windows.npz,fall__falling_20260717_144337_20hz,data/staging/20260731_rebuild01/cleaned_csv/falling_20260717_144337_20hz.csv,3,fall_event,0,29,0.0,1.5,medium,event_near_recording_boundary;geometry_edge_warning,auto_event_heuristic_v1,ambiguous_auto_fall_window
